time_s,true_yaw_rate_deg_s,raw_yaw_rate_deg_s,true_yaw_angle_deg,raw_yaw_angle_deg,true_pitch_rate_deg_s,raw_pitch_rate_deg_s,true_pitch_angle_deg,raw_pitch_angle_deg,true_roll_rate_deg_s,raw_roll_rate_deg_s,true_roll_angle_deg,raw_roll_angle_deg
13.2244,-13.51,-13.2881,3.0993,5.0417,-3.1702,-3.3869,-0.2175,-1.5537,4.9372,4.7706,-0.8524,0.1283
13.2344,-13.3087,-13.39,2.9652,4.9082,-2.8816,-3.1751,-0.2477,-1.5865,5.4524,5.4084,-0.8005,0.1793
13.2444,-13.0838,-12.9337,2.8332,4.7766,-2.6042,-2.4322,-0.2752,-1.6145,5.9747,5.689,-0.7433,0.2348
13.2544,-12.8349,-12.5876,2.7035,4.6489,-2.3402,-1.6953,-0.2999,-1.6352,6.5032,6.7992,-0.6809,0.2972
13.2644,-12.5616,-11.8913,2.5765,4.5265,-2.0913,-2.212,-0.3221,-1.6547,7.0366,7.3042,-0.6132,0.3678
13.2744,-12.2636,-11.8959,2.4523,4.4075,-1.8591,-1.7193,-0.3418,-1.6744,7.5741,7.9791,-0.5401,0.4442
13.2844,-11.9406,-12.0165,2.3313,4.2879,-1.6453,-1.8191,-0.3594,-1.6921,8.1144,8.282,-0.4616,0.5255
13.2944,-11.5924,-11.5845,2.2136,4.1698,-1.451,-1.8737,-0.3748,-1.7106,8.6565,8.674,-0.3777,0.6103
13.3044,-11.2189,-10.9814,2.0995,4.057,-1.2775,-1.3932,-0.3885,-1.7269,9.1992,9.4119,-0.2884,0.7008
13.3144,-10.82,-10.4289,1.9892,3.9499,-1.1254,-1.4269,-0.4005,-1.741,9.7415,9.8656,-0.1937,0.7972
13.3244,-10.3957,-10.256,1.8831,3.8464,-0.9956,-1.254,-0.4111,-1.7544,10.2821,10.5291,-0.0936,0.8992
13.3344,-9.946,-9.8337,1.7814,3.746,-0.8884,-1.2525,-0.4205,-1.767,10.8199,10.7827,0.012,1.0058
13.3444,-9.4711,-8.8965,1.6843,3.6523,-0.804,-0.7571,-0.429,-1.777,11.3538,11.1971,0.1229,1.1158
13.3545,-8.971,-8.8159,1.592,3.5637,-0.7423,-0.6008,-0.4367,-1.7838,11.8825,11.9532,0.2391,1.2316
13.3645,-8.4462,-8.8969,1.5049,3.4751,-0.7031,-0.8793,-0.444,-1.7912,12.405,12.1479,0.3606,1.3521
13.3745,-7.8968,-6.9265,1.4232,3.3959,-0.6859,0.0147,-0.4509,-1.7955,12.9201,13.1389,0.4873,1.4786
13.3845,-7.3232,-7.2785,1.347,3.3249,-0.69,-1.0494,-0.4578,-1.8007,13.4267,13.817,0.619,1.6134
13.3945,-6.7259,-6.7217,1.2768,3.2549,-0.7143,-1.3563,-0.4648,-1.8127,13.9236,14.1261,0.7558,1.7532
13.4045,-6.1054,-5.852,1.2126,3.192,-0.7579,-0.9625,-0.4722,-1.8243,14.4098,14.3791,0.8976,1.8957
13.4145,-5.4622,-5.2823,1.1547,3.1363,-0.8192,-1.0113,-0.4801,-1.8342,14.8842,15.0626,1.0441,2.043
13.4245,-4.7968,-4.4013,1.1034,3.0879,-0.8968,-1.3472,-0.4887,-1.846,15.3458,15.0863,1.1953,2.1938
13.4345,-4.1101,-3.9361,1.0589,3.0462,-0.989,-0.5583,-0.4981,-1.8555,15.7935,16.0082,1.351,2.3493
13.4445,-3.4027,-3.0566,1.0213,3.0112,-1.0939,-1.0735,-0.5085,-1.8637,16.2263,16.5375,1.5112,2.5121
13.4545,-2.6754,-2.7607,0.9909,2.9821,-1.2096,-1.0361,-0.52,-1.8742,16.6433,16.7734,1.6756,2.6787
13.4645,-1.9291,-2.4819,0.9679,2.9559,-1.3339,-1.9404,-0.5328,-1.8891,17.0436,17.4883,1.8441,2.8501
13.4745,-1.1645,-0.9049,0.9524,2.9389,-1.4647,-1.06,-0.5468,-1.9041,17.4264,17.4975,2.0165,3.0251
13.4845,-0.3828,-0.5502,0.9447,2.9316,-1.5997,-2.1678,-0.5621,-1.9203,17.7907,17.3861,2.1926,3.1995
13.4945,0.4152,0.09,0.9448,2.9293,-1.7366,-1.6723,-0.5788,-1.9395,18.1358,17.9049,2.3723,3.376
13.5045,1.2284,1.4207,0.953,2.9369,-1.8729,-2.253,-0.5968,-1.9591,18.461,18.6151,2.5554,3.5587
13.5145,2.0557,2.2402,0.9695,2.9552,-2.0065,-1.9645,-0.6162,-1.9802,18.7656,18.9205,2.7416,3.7464
13.5245,2.8959,3.1877,0.9942,2.9824,-2.1348,-2.1904,-0.6369,-2.001,19.0489,19.1957,2.9307,3.9371
13.5345,3.748,4.2124,1.0275,3.0194,-2.2556,-1.9651,-0.6589,-2.0218,19.3104,19.7005,3.1225,4.1316
13.5445,4.6108,4.7013,1.0693,3.064,-2.3665,-2.5251,-0.682,-2.0442,19.5496,19.7201,3.3169,4.3288
13.5545,5.4829,5.1452,1.1198,3.1132,-2.4655,-2.7761,-0.7062,-2.0708,19.7659,19.7551,3.5136,4.5262
13.5645,6.3632,6.7424,1.179,3.1727,-2.5505,-2.7209,-0.7313,-2.0983,19.959,20.1549,3.7122,4.7259
13.5745,7.2503,7.5799,1.2471,3.2443,-2.6193,-3.0416,-0.7571,-2.1271,20.1286,20.35,3.9128,4.9285
13.5845,8.1429,7.9687,1.3241,3.3221,-2.6703,-2.4766,-0.7836,-2.1547,20.2743,20.4894,4.1148,5.1327
13.5945,9.0397,9.7515,1.41,3.4107,-2.7017,-2.8178,-0.8105,-2.1812,20.3959,20.4332,4.3183,5.3374
13.6045,9.9393,9.8417,1.505,3.5087,-2.7121,-2.6137,-0.8375,-2.2083,20.4933,20.7201,4.5228,5.5432
13.6145,10.8404,11.2898,1.6089,3.6144,-2.7,-2.4286,-0.8646,-2.2335,20.5663,20.7742,4.7281,5.7508
13.6245,11.7415,12.0987,1.7218,3.7314,-2.6643,-3.151,-0.8914,-2.2614,20.615,20.9751,4.9341,5.9596
13.6345,12.6413,12.4865,1.8438,3.8543,-2.6042,-2.4895,-0.9178,-2.2897,20.6393,21.0218,5.1404,6.1697
13.6445,13.5383,13.5407,1.9747,3.9845,-2.519,-2.8204,-0.9434,-2.3162,20.6394,20.6211,5.3469,6.3779
13.6546,14.4312,14.7614,2.1146,4.1261,-2.408,-2.622,-0.9681,-2.3434,20.6154,20.4444,5.5533,6.5833
13.6646,15.3185,15.78,2.2634,4.2788,-2.2712,-2.3548,-0.9915,-2.3683,20.5675,20.779,5.7592,6.7895
13.6746,16.1988,16.1364,2.4211,4.4385,-2.1084,-2.5288,-1.0134,-2.3928,20.496,20.5562,5.9646,6.9963
13.6846,17.0707,17.0243,2.5875,4.6043,-1.9199,-2.4823,-1.0335,-2.4178,20.4012,20.1264,6.1692,7.1997
13.6946,17.9329,17.6975,2.7625,4.778,-1.7062,-1.8533,-1.0516,-2.4395,20.2836,20.6495,6.3727,7.4037
13.7046,18.7839,19.3178,2.9462,4.9631,-1.4679,-1.5888,-1.0675,-2.4567,20.1436,20.2012,6.5749,7.608
13.7146,19.6225,20.0381,3.1383,5.16,-1.206,-1.0061,-1.0809,-2.4697,19.9817,20.2545,6.7756,7.8104
13.7246,20.4471,20.5603,3.3387,5.363,-0.9216,-1.1558,-1.0915,-2.4805,19.7984,20.4803,6.9745,8.0141
13.7346,21.2566,21.0184,3.5473,5.571,-0.6161,-1.0244,-1.0992,-2.4914,19.5945,19.8032,7.1716,8.2156
13.7446,22.0497,22.1459,3.7639,5.7869,-0.2909,-0.398,-1.1038,-2.4985,19.3705,19.4575,7.3665,8.412
13.7546,22.825,22.9711,3.9883,6.0125,0.0521,-0.3474,-1.105,-2.5023,19.1272,19.2921,7.559,8.6058
13.7646,23.5813,23.8723,4.2204,6.2468,0.4111,0.6878,-1.1026,-2.5006,18.8653,18.5932,7.749,8.7953
13.7746,24.3175,23.9218,4.46,6.4859,0.784,0.6393,-1.0967,-2.4939,18.5857,18.672,7.9363,8.9816
13.7846,25.0324,25.3924,4.7069,6.7325,1.1685,1.2261,-1.0869,-2.4846,18.2893,18.2826,8.1208,9.1665
13.7946,25.7248,25.7886,4.9607,6.9885,1.5624,1.2954,-1.0732,-2.472,17.9768,18.0958,8.3022,9.3484
13.8046,26.3936,26.835,5.2214,7.2517,1.9633,1.9314,-1.0556,-2.4558,17.6493,17.3567,8.4804,9.5258
13.8146,27.0379,27.3521,5.4886,7.5228,2.3685,2.3605,-1.0339,-2.4344,17.3076,17.3899,8.6552,9.6995
13.8246,27.6566,27.4972,5.7622,7.7971,2.7755,2.6748,-1.0082,-2.4092,16.9529,17.1572,8.8266,9.8723
13.8346,28.2488,28.396,6.0418,8.0767,3.1817,3.2948,-0.9784,-2.3793,16.5861,16.2344,8.9943,10.0393
13.8446,28.8136,28.8145,6.3272,8.3628,3.5845,3.5197,-0.9446,-2.3452,16.2082,16.1202,9.1583,10.2012
13.8546,29.3502,29.5534,6.6182,8.6548,3.9813,3.8949,-0.9067,-2.3082,15.8203,15.9363,9.3185,10.3615
13.8646,29.8578,29.7581,6.9143,8.9514,4.3694,4.3852,-0.865,-2.2667,15.4235,15.2537,9.4748,10.5175
13.8746,30.3356,30.3444,7.2154,9.252,4.7463,4.2932,-0.8194,-2.2233,15.0189,15.2591,9.6271,10.6701
13.8846,30.783,30.7839,7.5211,9.5578,5.1095,5.3081,-0.7701,-2.1753,14.6076,14.9345,9.7753,10.8211
13.8946,31.1995,30.806,7.8311,9.8658,5.4567,5.1908,-0.7172,-2.1228,14.1907,14.0931,9.9193,10.9663
13.9046,31.5844,31.8687,8.1451,10.1793,5.7855,5.7859,-0.661,-2.0679,13.7693,13.5128,10.0591,11.1044
13.9146,31.9372,32.6474,8.4628,10.502,6.0939,6.2256,-0.6016,-2.0078,13.3445,13.4531,10.1948,11.2393
13.9246,32.2577,32.279,8.7839,10.8267,6.3799,6.6941,-0.5392,-1.9432,12.9174,12.8026,10.3261,11.3706
13.9346,32.5453,32.8209,9.108,11.1523,6.6416,6.6291,-0.4741,-1.8766,12.4892,12.3598,10.4532,11.4965
13.9446,32.7999,32.8261,9.4348,11.4807,6.8774,7.0611,-0.4064,-1.8081,12.0609,12.243,10.576,11.6195
13.9547,33.0212,32.426,9.7641,11.807,7.0859,6.8941,-0.3366,-1.7383,11.6336,11.9136,10.6945,11.7403
13.9647,33.209,33.0644,10.0953,12.1346,7.2658,7.2379,-0.2648,-1.6676,11.2084,12.1311,10.8087,11.8606
13.9747,33.3633,33.9947,10.4283,12.47,7.4162,7.4056,-0.1914,-1.5944,10.7862,11.1871,10.9187,11.9772
13.9847,33.4841,34.2911,10.7626,12.8116,7.5362,7.8303,-0.1166,-1.5182,10.3682,10.2204,11.0246,12.0843
13.9947,33.5713,33.718,11.098,13.1517,7.6254,7.831,-0.0408,-1.4398,9.9553,10.0118,11.1262,12.1855
14.0047,33.6252,33.5229,11.4341,13.488,7.6834,8.0091,0.0358,-1.3606,9.5485,9.6845,11.2238,12.284
14.0147,33.6459,34.0335,11.7706,13.8259,7.7101,7.6733,0.1128,-1.2822,9.1486,9.3837,11.3173,12.3794
14.0247,33.6336,33.5019,12.1071,14.1637,7.7057,6.8608,0.1899,-1.2095,8.7567,9.0853,11.4068,12.4718
14.0347,33.5887,33.8233,12.4433,14.5005,7.6708,6.9363,0.2668,-1.1405,8.3735,8.3021,11.4925,12.5587
14.0447,33.5115,33.664,12.7789,14.838,7.6057,7.1923,0.3432,-1.0698,7.9998,8.2485,11.5744,12.6415
14.0547,33.4025,33.3187,13.1136,15.173,7.5116,7.4536,0.4188,-0.9965,7.6364,7.4188,11.6526,12.7199
14.0647,33.2621,33.5897,13.4471,15.5077,7.3895,6.7438,0.4934,-0.9255,7.2841,7.8232,11.7272,12.7961
14.0747,33.091,33.2215,13.7789,15.8418,7.2406,7.2511,0.5665,-0.8555,6.9435,7.4097,11.7984,12.8723
14.0847,32.8897,33.5622,14.1089,16.1759,7.0665,7.4166,0.6381,-0.7822,6.6153,6.6882,11.8662,12.9428
14.0947,32.6589,33.1467,14.4368,16.5095,6.869,6.4993,0.7078,-0.7126,6.2999,6.5157,11.9308,13.0089
14.1047,32.3994,32.5725,14.7622,16.8382,6.6497,6.3235,0.7754,-0.6484,5.998,6.2967,11.9923,13.0729
14.1147,32.1119,31.8738,15.0849,17.1606,6.4109,6.3133,0.8407,-0.5852,5.7099,6.0988,12.0509,13.1349
14.1247,31.7973,31.6517,15.4045,17.4783,6.1546,5.9484,0.9036,-0.5239,5.4362,6.142,12.1066,13.1962
14.1347,31.4565,31.9234,15.7209,17.7963,5.883,5.8663,0.9638,-0.4648,5.1771,5.1191,12.1597,13.2525
14.1447,31.0903,31.4801,16.0337,18.1134,5.5987,5.8766,1.0212,-0.4061,4.9329,4.9001,12.2103,13.3026
14.1547,30.6998,30.5108,16.3428,18.4235,5.3039,4.9078,1.0758,-0.3521,4.704,5.1358,12.2585,13.3528
14.1647,30.286,30.4512,16.6478,18.7284,5.0013,5.2701,1.1273,-0.3012,4.4903,4.0458,12.3045,13.3987
14.1747,29.85,29.7684,16.9486,19.0296,4.6933,4.9919,1.1758,-0.2499,4.2922,4.4702,12.3484,13.4413
14.1847,29.3928,29.2002,17.2449,19.3245,4.3824,4.2735,1.2212,-0.2036,4.1095,3.8917,12.3904,13.4831
14.1947,28.9156,28.5517,17.5365,19.6134,4.0712,4.3928,1.2635,-0.1602,3.9424,4.5199,12.4307,13.5252
14.2047,28.4195,28.5272,17.8233,19.8989,3.7622,3.2169,1.3026,-0.1222,3.7907,3.8689,12.4694,13.5672
14.2147,27.9057,28.0391,18.105,20.1818,3.4578,3.4687,1.3388,-0.0887,3.6544,3.389,12.5066,13.6035
14.2247,27.3755,27.4051,18.3815,20.4591,3.1604,2.6515,1.3719,-0.0581,3.5331,3.1895,12.5426,13.6364
14.2347,26.8301,26.6034,18.6527,20.7292,2.8721,2.7077,1.402,-0.0313,3.4268,3.0905,12.5774,13.6678
14.2447,26.2707,26.5042,18.9182,20.9949,2.5952,2.4295,1.4294,-0.0056,3.335,3.1167,12.6112,13.6988
14.2548,25.6986,25.6757,19.1782,21.2559,2.3316,2.3706,1.454,0.0184,3.2575,3.3396,12.6442,13.7311
14.2648,25.1152,25.4695,19.4323,21.5117,2.0833,2.2541,1.4761,0.0415,3.1939,3.3333,12.6764,13.7645
14.2748,24.5216,24.7353,19.6806,21.7628,1.8517,1.6546,1.4958,0.0611,3.1436,3.1877,12.7081,13.7971
14.2848,23.9192,23.9319,19.9229,22.0062,1.6385,1.6672,1.5132,0.0777,3.1061,3.3847,12.7394,13.83
14.2948,23.3093,23.7294,20.1591,22.2446,1.4449,1.337,1.5287,0.0927,3.0809,2.9101,12.7703,13.8615
14.3048,22.6932,22.6177,20.3892,22.4764,1.272,1.3422,1.5422,0.1061,3.0675,3.0305,12.8011,13.8912
14.3148,22.0723,22.0119,20.6131,22.6996,1.1207,1.0516,1.5542,0.1181,3.065,3.0383,12.8318,13.9215
14.3248,21.4477,21.6133,20.8308,22.9178,0.9916,0.8966,1.5648,0.1278,3.0729,3.0107,12.8625,13.9518
14.3348,20.8209,21.1909,21.0422,23.1319,0.8852,1.5019,1.5742,0.1398,3.0904,3.135,12.8933,13.9825
14.3448,20.193,20.2862,21.2473,23.3394,0.8015,0.5477,1.5826,0.1501,3.1166,3.2537,12.9243,14.0145
14.3548,19.5654,19.7489,21.4462,23.5396,0.7406,0.6831,1.5903,0.1562,3.1509,2.6044,12.9557,14.0438
14.3648,18.9392,19.1689,21.6388,23.7343,0.7022,0.1828,1.5975,0.1606,3.1924,3.3475,12.9874,14.0736
14.3748,18.3157,18.3681,21.8251,23.922,0.6857,0.5386,1.6045,0.1642,3.2401,3.2595,13.0196,14.1066
14.3848,17.6961,17.9224,22.0052,24.1035,0.6905,0.0434,1.6114,0.1671,3.2933,2.9924,13.0523,14.1379
14.3948,17.0815,17.2969,22.1792,24.2797,0.7155,1.3194,1.6184,0.1739,3.3509,3.7373,13.0855,14.1715
14.4048,16.4731,16.1203,22.347,24.4468,0.7596,1.025,1.6258,0.1856,3.4121,3.3914,13.1193,14.2072
14.4148,15.8721,16.412,22.5088,24.6095,0.8215,0.2026,1.6337,0.1918,3.4758,3.4568,13.1538,14.2414
14.4248,15.2793,15.8636,22.6646,24.771,0.8996,1.0345,1.6423,0.198,3.5411,3.4492,13.1889,14.276
14.4348,14.696,14.8915,22.8145,24.9248,0.9923,1.1609,1.6517,0.2089,3.6071,3.7097,13.2246,14.3118
14.4448,14.123,14.5838,22.9587,25.0722,1.0976,0.7332,1.6622,0.2184,3.6727,3.7644,13.261,14.3492
14.4548,13.5613,13.7546,23.0971,25.214,1.2136,1.3625,1.6738,0.2289,3.737,3.7905,13.2981,14.387
14.4648,13.0118,13.4013,23.23,25.3498,1.3382,1.0791,1.6865,0.2411,3.799,4.1654,13.3358,14.4267
14.4748,12.4754,12.9277,23.3575,25.4815,1.4692,1.1124,1.7006,0.2521,3.8576,3.907,13.3741,14.4671
14.4848,11.9529,11.9826,23.4797,25.6061,1.6043,1.3154,1.7159,0.2642,3.912,3.4072,13.4129,14.5037
14.4948,11.445,11.7391,23.5967,25.7247,1.7411,2.1783,1.7327,0.2817,3.961,3.9084,13.4523,14.5403
14.5048,10.9523,11.5208,23.7087,25.841,1.8775,1.893,1.7508,0.3021,4.0039,3.7197,13.4922,14.5784
14.5148,10.4757,10.9572,23.8159,25.9535,2.0108,2.3024,1.7702,0.323,4.0397,4.0592,13.5324,14.6174
14.5248,10.0156,10.6308,23.9184,26.0614,2.1389,2.2782,1.791,0.346,4.0674,4.7072,13.5729,14.6612
14.5348,9.5725,10.1655,24.0164,26.1655,2.2594,2.0396,1.813,0.3675,4.0862,3.8436,13.6137,14.704
14.5448,9.1471,9.4848,24.11,26.2637,2.37,1.8434,1.8361,0.387,4.0951,4.1625,13.6546,14.744
14.5549,8.7395,8.6184,24.1995,26.3543,2.4686,2.1804,1.8603,0.4071,4.0935,3.9374,13.6956,14.7845
14.5649,8.3503,8.694,24.285,26.4409,2.553,2.4014,1.8854,0.43,4.0804,4.0563,13.7365,14.8245
14.5749,7.9797,8.4156,24.3666,26.5265,2.6213,2.3896,1.9113,0.454,4.0551,4.212,13.7772,14.8659
14.5849,7.6279,8.0458,24.4447,26.6088,2.6717,2.3121,1.9378,0.4775,4.0169,4.303,13.8175,14.9085
14.5949,7.2952,7.2812,24.5193,26.6855,2.7024,2.376,1.9647,0.5009,3.9651,3.9741,13.8575,14.9499
14.6049,6.9815,7.368,24.5907,26.7587,2.712,2.3637,1.9918,0.5246,3.8991,4.0171,13.8968,14.9898
14.6149,6.687,6.6832,24.6591,26.829,2.6992,2.577,2.0188,0.5494,3.8183,4.1262,13.9354,15.0305
14.6249,6.4117,6.7914,24.7246,26.8964,2.6627,2.949,2.0456,0.577,3.722,3.7651,13.9731,15.07
14.6349,6.1554,6.895,24.7875,26.9649,2.6018,2.5434,2.072,0.6045,3.61,4.27,14.0098,15.1102
14.6449,5.9181,5.7944,24.8479,27.0283,2.5157,2.4443,2.0976,0.6294,3.4816,4.0253,14.0453,15.1517
14.6549,5.6995,5.7402,24.906,27.086,2.4039,2.1945,2.1222,0.6526,3.3365,3.8487,14.0794,15.1911
14.6649,5.4994,5.6811,24.962,27.1431,2.2662,2.3059,2.1455,0.6751,3.1744,3.3256,14.1119,15.227
14.6749,5.3175,5.8656,25.0161,27.2009,2.1025,2.1929,2.1674,0.6976,2.995,3.3986,14.1428,15.2606
14.6849,5.1533,6.2967,25.0685,27.2617,1.9132,1.7428,2.1875,0.7173,2.798,2.9546,14.1718,15.2924
14.6949,5.0065,5.3118,25.1193,27.3198,1.6987,1.6192,2.2055,0.7341,2.5834,2.9229,14.1987,15.3218
14.7049,4.8766,5.0686,25.1687,27.3717,1.4596,1.7024,2.2213,0.7507,2.3511,3.038,14.2234,15.3516
14.7149,4.7631,4.8758,25.2169,27.4214,1.1969,1.1791,2.2346,0.7652,2.1009,2.0207,14.2456,15.3769
14.7249,4.6653,4.2664,25.2641,27.4672,0.9118,0.8253,2.2452,0.7752,1.8329,1.7366,14.2653,15.3957
14.7349,4.5826,4.739,25.3103,27.5122,0.6055,0.6273,2.2528,0.7824,1.5472,1.9043,14.2822,15.4139
14.7449,4.5143,4.7169,25.3558,27.5595,0.2797,0.3789,2.2572,0.7875,1.2439,1.7485,14.2962,15.4322
14.7549,4.4598,5.0292,25.4007,27.6083,-0.0639,-0.1576,2.2583,0.7886,0.9233,0.4045,14.307,15.4429
14.7649,4.4182,3.9525,25.4451,27.6532,-0.4233,-0.6869,2.2558,0.7844,0.5855,0.6787,14.3145,15.4484
14.7749,4.3887,4.5198,25.4892,27.6956,-0.7966,-0.9319,2.2497,0.7763,0.231,0.044,14.3186,15.452
14.7849,4.3705,4.5914,25.533,27.7411,-1.1815,-0.9623,2.2398,0.7668,-0.1399,-0.1428,14.3191,15.4515
14.7949,4.3626,4.1433,25.5767,27.7848,-1.5757,-1.5945,2.226,0.754,-0.5267,-0.9784,14.3158,15.4459
14.8049,4.3642,4.8896,25.6203,27.83,-1.9767,-2.6158,2.2083,0.7329,-0.929,-0.7212,14.3085,15.4374
14.8149,4.3743,4.578,25.664,27.8773,-2.382,-2.2303,2.1865,0.7087,-1.3462,-0.9105,14.2971,15.4292
14.8249,4.3919,4.7253,25.7079,27.9239,-2.7891,-2.975,2.1606,0.6827,-1.7777,-1.2556,14.2815,15.4184
14.8349,4.416,4.5222,25.7519,27.9701,-3.1952,-3.468,2.1307,0.6504,-2.2228,-2.0694,14.2615,15.4017
14.8449,4.4455,4.4969,25.7962,28.0152,-3.5979,-3.3922,2.0967,0.6161,-2.6808,-2.4686,14.2369,15.379
14.855,4.4795,4.1449,25.8409,28.0585,-3.9944,-3.8235,2.0587,0.58,-3.151,-3.4534,14.2078,15.3494
14.865,4.5168,4.8783,25.8859,28.1036,-4.3821,-4.5796,2.0168,0.538,-3.6326,-3.1306,14.1738,15.3165
14.875,4.5563,5.0188,25.9313,28.1531,-4.7586,-5.289,1.9711,0.4887,-4.1246,-3.6768,14.135,15.2824
14.885,4.597,4.929,25.977,28.2029,-5.1214,-5.774,1.9217,0.4333,-4.6263,-4.7099,14.0913,15.2405
14.895,4.6378,4.5451,26.0232,28.2502,-5.468,-5.7304,1.8687,0.3758,-5.1367,-5.4956,14.0424,15.1894
14.905,4.6775,4.6336,26.0698,28.2962,-5.7962,-6.0743,1.8124,0.3167,-5.6548,-5.2945,13.9885,15.1355
14.915,4.7151,4.4865,26.1168,28.3418,-6.1038,-6.6618,1.7529,0.253,-6.1796,-6.0732,13.9293,15.0786
14.925,4.7494,4.8318,26.1641,28.3884,-6.389,-6.0796,1.6904,0.1893,-6.7101,-6.7073,13.8648,15.0147
14.935,4.7794,5.3517,26.2118,28.4393,-6.6499,-6.9271,1.6252,0.1242,-7.2452,-6.84,13.795,14.9469
14.945,4.804,5.1509,26.2597,28.4918,-6.8848,-6.7052,1.5575,0.0561,-7.7839,-7.893,13.7198,14.8732
14.955,4.822,4.7625,26.3079,28.5414,-7.0923,-7.709,1.4876,-0.016,-8.3251,-8.2268,13.6393,14.7926
14.965,4.8324,4.5403,26.3562,28.588,-7.2713,-7.4719,1.4157,-0.092,-8.8676,-8.449,13.5533,14.7092
14.975,4.8342,5.0608,26.4045,28.636,-7.4207,-7.4476,1.3422,-0.1666,-9.4102,-9.2704,13.4618,14.6206
14.985,4.8264,5.1147,26.4528,28.6869,-7.5397,-7.7231,1.2674,-0.2425,-9.952,-9.6045,13.365,14.5262
14.995,4.8078,4.8883,26.501,28.7369,-7.6278,-7.8448,1.1915,-0.3203,-10.4917,-10.1571,13.2627,14.4273
15.005,4.7777,4.8201,26.549,28.7855,-7.6848,-6.8759,1.115,-0.394,-11.0281,-10.6227,13.1551,14.3234
15.015,4.7349,4.7232,26.5966,28.8332,-7.7104,-7.3755,1.038,-0.4652,-11.5601,-11.3502,13.0421,14.2135
15.025,4.6786,4.7588,26.6436,28.8806,-7.7051,-7.2205,0.9609,-0.5382,-12.0865,-11.8752,12.9239,14.0973
15.035,4.608,4.4647,26.6901,28.9268,-7.6691,-7.9674,0.884,-0.6142,-12.6063,-12.4658,12.8004,13.9756
15.045,4.5221,4.7422,26.7357,28.9728,-7.6031,-7.4437,0.8076,-0.6913,-13.1182,-13.4095,12.6717,13.8462
15.055,4.4202,4.694,26.7805,29.02,-7.508,-7.7743,0.732,-0.7674,-13.6211,-12.8496,12.538,13.7148
15.065,4.3015,4.528,26.8241,29.0661,-7.3849,-7.2041,0.6575,-0.8423,-14.114,-13.447,12.3992,13.5833
15.075,4.1653,4.3518,26.8664,29.1105,-7.2352,-8.0016,0.5844,-0.9184,-14.5958,-14.9126,12.2556,13.4415
15.085,4.0109,4.55,26.9073,29.1551,-7.0603,-7.2954,0.5129,-0.9949,-15.0653,-14.9205,12.1073,13.2922
15.095,3.8377,3.9048,26.9466,29.1974,-6.862,-7.1676,0.4432,-1.0672,-15.5216,-15.5218,11.9543,13.14
15.105,3.6451,3.8002,26.984,29.2359,-6.6421,-7.2661,0.3757,-1.1394,-15.9636,-16.4056,11.7968,12.9803
15.115,3.4326,4.1115,27.0194,29.2755,-6.4026,-6.7671,0.3105,-1.2096,-16.3904,-16.4372,11.635,12.816
15.125,3.1998,2.9235,27.0526,29.3106,-6.1457,-6.0418,0.2477,-1.2737,-16.801,-17.4076,11.469,12.6467
15.135,2.9462,2.4885,27.0833,29.3377,-5.8738,-5.7545,0.1876,-1.3327,-17.1946,-16.3121,11.2989,12.4781
15.145,2.6714,2.9725,27.1114,29.365,-5.589,-5.378,0.1302,-1.3884,-17.5703,-17.2837,11.1251,12.3101
15.1551,2.3753,2.4583,27.1367,29.3922,-5.294,-5.537,0.0758,-1.4429,-17.9272,-17.8036,10.9475,12.1346
15.1651,2.0575,2.7799,27.1588,29.4184,-4.9911,-5.1439,0.0244,-1.4964,-18.2647,-18.1121,10.7665,11.9549
15.1751,1.7179,2.1567,27.1777,29.4431,-4.6829,-4.3475,-0.024,-1.5438,-18.582,-18.1714,10.5822,11.7734
15.1851,1.3563,1.7331,27.1931,29.4625,-4.372,-4.955,-0.0693,-1.5904,-18.8784,-18.5318,10.3948,11.5899
15.1951,0.9728,1.3664,27.2048,29.478,-4.0609,-4.0248,-0.1115,-1.6353,-19.1533,-19.0022,10.2046,11.4021
15.2051,0.5672,0.4102,27.2125,29.4869,-3.752,-3.8254,-0.1506,-1.6745,-19.4061,-18.9976,10.0118,11.2121
15.2151,0.1398,0.3193,27.216,29.4906,-3.4478,-2.9632,-0.1866,-1.7085,-19.6365,-20.1103,9.8165,11.0165
15.2251,-0.3094,0.4557,27.2151,29.4945,-3.1506,-3.267,-0.2196,-1.7397,-19.8438,-20.497,9.619,10.8134
15.2351,-0.7802,-1.0058,27.2097,29.4917,-2.8627,-3.1986,-0.2497,-1.772,-20.0278,-20.0087,9.4196,10.6108
15.2451,-1.2723,-1.1349,27.1994,29.481,-2.5862,-2.6355,-0.2769,-1.8012,-20.1881,-20.2784,9.2184,10.4093
15.2551,-1.7854,-1.9482,27.1841,29.4656,-2.3231,-2.6785,-0.3015,-1.8278,-20.3244,-20.4117,9.0158,10.2057
15.2651,-2.3191,-1.9888,27.1636,29.4459,-2.0753,-1.9691,-0.3235,-1.851,-20.4366,-20.1231,8.8119,10.003
15.2751,-2.8729,-2.4489,27.1376,29.4237,-1.8443,-1.7391,-0.3431,-1.8696,-20.5246,-20.6365,8.6071,9.7991
15.2851,-3.4464,-3.5766,27.106,29.3935,-1.6317,-2.0156,-0.3605,-1.8883,-20.5881,-20.4184,8.4014,9.5938
