time_s,true_distance_mm,echo_time_us,measured_mm,noisy_mm
13.3344,43.508,249.855,43.508,43.508
13.3444,43.291,248.609,43.291,43.291
13.3545,43.133,247.698,43.133,43.133
13.3645,43.035,247.138,43.035,43.035
13.3745,43.0,246.937,43.0,43.0
13.3845,43.028,247.098,43.028,43.028
13.3945,43.119,247.62,43.119,43.119
13.4045,43.271,248.493,43.271,43.271
13.4145,43.482,249.705,43.482,43.482
13.4245,43.748,251.235,43.748,43.748
13.4345,44.066,253.059,44.066,44.066
13.4445,44.43,255.15,44.43,44.43
13.4545,44.835,257.473,44.835,44.835
13.4645,45.274,259.993,45.274,45.274
13.4745,45.74,262.669,45.74,45.74
13.4845,46.226,265.46,46.226,46.226
13.4945,46.724,268.32,46.724,46.724
13.5045,47.226,271.206,47.226,47.226
13.5145,47.725,274.071,47.725,47.725
13.5245,48.213,276.87,48.213,48.213
13.5345,48.681,279.56,48.681,48.681
13.5445,49.123,282.097,49.123,49.123
13.5545,49.531,284.442,49.531,106.997
13.5645,49.899,286.557,49.899,49.899
13.5745,50.222,288.41,50.222,50.222
13.5845,50.494,289.971,50.494,50.494
13.5945,50.71,291.215,50.71,50.71
13.6045,50.868,292.122,50.868,50.868
13.6145,50.965,292.68,50.965,50.965
13.6245,51.0,292.878,51.0,51.0
13.6345,50.971,292.713,50.971,194.614
13.6445,50.88,292.188,50.88,50.88
13.6546,50.727,291.312,50.727,50.727
13.6646,50.516,290.098,50.516,50.516
13.6746,50.249,288.566,50.249,50.249
13.6846,49.931,286.738,49.931,49.931
13.6946,49.567,284.646,49.567,49.567
13.7046,49.162,282.321,49.162,49.162
13.7146,48.723,279.799,48.723,48.723
13.7246,48.256,277.122,48.256,48.256
13.7346,47.77,274.331,47.77,47.77
13.7446,47.272,271.47,47.272,47.272
13.7546,46.77,268.584,46.77,46.77
13.7646,46.271,265.72,46.271,46.271
13.7746,45.783,262.921,45.783,45.783
13.7846,45.315,260.233,45.315,45.315
13.7946,44.874,257.697,44.874,44.874
13.8046,44.466,255.354,44.466,44.466
13.8146,44.098,253.24,44.098,-9.871
13.8246,43.776,251.39,43.776,43.776
13.8346,43.504,249.832,43.504,43.504
13.8446,43.288,248.591,43.288,43.288
13.8546,43.13,247.686,43.13,167.714
13.8646,43.034,247.131,43.034,43.034
13.8746,43.0,246.937,43.0,43.0
13.8846,43.029,247.104,43.029,43.029
13.8946,43.121,247.632,43.121,67.721
13.9046,43.274,248.511,43.274,43.274
13.9146,43.486,249.728,43.486,43.486
13.9246,43.753,251.263,43.753,43.753
13.9346,44.072,253.092,44.072,44.072
13.9446,44.437,255.187,44.437,44.437
13.9547,44.842,257.514,44.842,44.842
13.9647,45.281,260.037,45.281,45.281
13.9747,45.748,262.715,45.748,45.748
13.9847,46.234,265.507,46.234,46.234
13.9947,46.732,268.368,46.732,46.732
14.0047,47.235,271.254,47.235,47.235
14.0147,47.733,274.118,47.733,47.733
14.0247,48.221,276.916,48.221,48.221
14.0347,48.688,279.603,48.688,48.688
14.0447,49.13,282.138,49.13,49.13
14.0547,49.537,284.479,49.537,49.537
14.0647,49.905,286.59,49.905,49.905
14.0747,50.227,288.438,50.227,50.227
14.0847,50.498,289.994,50.498,50.498
14.0947,50.713,291.233,50.713,50.713
14.1047,50.871,292.135,50.871,50.871
14.1147,50.967,292.686,50.967,50.967
14.1247,51.0,292.878,51.0,51.0
14.1347,50.97,292.707,50.97,50.97
14.1447,50.878,292.177,50.878,50.878
14.1547,50.724,291.295,50.724,50.724
14.1647,50.512,290.075,50.512,50.512
14.1747,50.244,288.537,50.244,50.244
14.1847,49.925,286.706,49.925,49.925
14.1947,49.56,284.609,49.56,49.56
14.2047,49.155,282.28,49.155,49.155
14.2147,48.715,279.756,48.715,48.715
14.2247,48.248,277.076,48.248,48.248
14.2347,47.762,274.284,47.762,47.762
14.2447,47.264,271.422,47.264,47.264
14.2548,46.761,268.536,46.761,46.761
14.2648,46.263,265.672,46.263,46.263
14.2748,45.775,262.875,45.775,45.775
14.2848,45.308,260.189,45.308,45.308
14.2948,44.867,257.656,44.867,44.867
14.3048,44.459,255.317,44.459,44.459
14.3148,44.092,253.207,44.092,44.092
14.3248,43.771,251.362,43.771,143.179
14.3348,43.5,249.809,43.5,43.5
14.3448,43.285,248.573,43.285,43.285
14.3548,43.128,247.673,43.128,43.128
14.3648,43.033,247.125,43.033,43.033
14.3748,43.0,246.936,43.0,43.0
14.3848,43.03,247.11,43.03,43.03
14.3948,43.123,247.644,43.123,43.123
14.4048,43.277,248.528,43.277,43.277
14.4148,43.49,249.751,43.49,-12.104
14.4248,43.758,251.291,43.758,43.758
14.4348,44.078,253.125,44.078,44.078
14.4448,44.443,255.224,44.443,44.443
14.4548,44.849,257.554,44.849,44.849
14.4648,45.289,260.08,45.289,45.289
14.4748,45.756,262.761,45.756,45.756
14.4848,46.242,265.554,46.242,46.242
14.4948,46.74,268.416,46.74,46.74
14.5048,47.243,271.302,47.243,47.243
14.5148,47.742,274.166,47.742,47.742
14.5248,48.228,276.962,48.228,48.228
14.5348,48.696,279.647,48.696,48.696
14.5448,49.137,282.178,49.137,49.137
14.5549,49.544,284.516,49.544,49.544
14.5649,49.911,286.623,49.911,49.911
14.5749,50.232,288.467,50.232,50.232
14.5849,50.502,290.017,50.502,50.502
14.5949,50.717,291.25,50.717,50.717
14.6049,50.873,292.147,50.873,50.873
14.6149,50.968,292.692,50.968,50.968
14.6249,51.0,292.878,51.0,51.0
14.6349,50.969,292.701,50.969,50.969
14.6449,50.876,292.165,50.876,50.876
14.6549,50.721,291.277,50.721,50.721
14.6649,50.508,290.052,50.508,50.508
14.6749,50.239,288.509,50.239,50.239
14.6849,49.919,286.673,49.919,49.919
14.6949,49.554,284.572,49.554,49.554
14.7049,49.147,282.239,49.147,49.147
14.7149,48.707,279.712,48.707,48.707
14.7249,48.24,277.031,48.24,48.24
14.7349,47.754,274.236,47.754,47.754
14.7449,47.255,271.374,47.255,47.255
14.7549,46.753,268.488,46.753,46.753
14.7649,46.254,265.625,46.254,46.254
14.7749,45.768,262.829,45.768,45.768
14.7849,45.3,260.145,45.3,45.3
14.7949,44.86,257.615,44.86,44.86
14.8049,44.453,255.279,44.453,44.453
14.8149,44.086,253.174,44.086,44.086
14.8249,43.766,251.333,43.766,43.766
14.8349,43.496,249.785,43.496,43.496
14.8449,43.282,248.555,43.282,43.282
14.855,43.126,247.661,43.126,43.126
14.865,43.032,247.119,43.032,43.032
14.875,43.0,246.936,43.0,43.0
14.885,43.031,247.116,43.031,43.031
14.895,43.125,247.655,43.125,43.125
14.905,43.28,248.546,43.28,43.28
14.915,43.494,249.774,43.494,43.494
14.925,43.763,251.319,43.763,43.763
14.935,44.083,253.158,44.083,44.083
14.945,44.45,255.261,44.45,44.45
14.955,44.856,257.595,44.856,44.856
14.965,45.296,260.124,45.296,45.296
14.975,45.764,262.806,45.764,45.764
14.985,46.25,265.601,46.25,46.25
14.995,46.749,268.464,46.749,46.749
15.005,47.251,271.35,47.251,47.251
15.015,47.75,274.213,47.75,47.75
15.025,48.236,277.008,48.236,48.236
15.035,48.704,279.691,48.704,48.704
15.045,49.144,282.219,49.144,49.144
15.055,49.55,284.553,49.55,49.55
15.065,49.917,286.656,49.917,49.917
15.075,50.237,288.495,50.237,50.237
15.085,50.506,290.041,50.506,50.506
15.095,50.72,291.268,50.72,50.72
15.105,50.875,292.159,50.875,50.875
15.115,50.969,292.698,50.969,50.969
15.125,51.0,292.878,51.0,51.0
15.135,50.968,292.695,50.968,50.968
15.145,50.874,292.153,50.874,50.874
15.1551,50.718,291.259,50.718,50.718
15.1651,50.504,290.029,50.504,50.504
15.1751,50.234,288.481,50.234,50.234
15.1851,49.914,286.64,49.914,49.914
15.1951,49.547,284.535,49.547,49.547
15.2051,49.14,282.199,49.14,49.14
15.2151,48.7,279.669,48.7,48.7
15.2251,48.232,276.985,48.232,48.232
15.2351,47.746,274.189,47.746,47.746
15.2451,47.247,271.326,47.247,47.247
15.2551,46.745,268.44,46.745,46.745
15.2651,46.246,265.578,46.246,46.246
15.2751,45.76,262.784,45.76,45.76
15.2851,45.293,260.102,45.293,45.293
15.2951,44.853,257.575,44.853,44.853
15.3051,44.446,255.242,44.446,44.446
15.3151,44.081,253.141,44.081,44.081
15.3251,43.761,251.305,43.761,43.761
15.3351,43.492,249.762,43.492,43.492
15.3451,43.279,248.537,43.279,43.279
15.3551,43.124,247.649,43.124,43.124
15.3651,43.031,247.113,43.031,43.031
15.3751,43.0,246.936,43.0,43.0
15.3851,43.032,247.122,43.032,43.032
15.3951,43.127,247.667,43.127,43.127
15.4051,43.283,248.564,43.283,43.283
15.4151,43.498,249.797,43.498,43.498
15.4251,43.768,251.347,43.768,43.768
15.4351,44.089,253.191,44.089,44.089
15.4451,44.456,255.298,44.456,44.456
15.4552,44.863,257.636,44.863,44.863
15.4652,45.304,260.167,45.304,45.304
15.4752,45.772,262.852,45.772,45.772
15.4852,46.258,265.649,46.258,46.258
15.4952,46.757,268.512,46.757,46.757
15.5052,47.26,271.398,47.26,47.26
15.5152,47.758,274.26,47.758,47.758
15.5252,48.244,277.053,48.244,48.244
15.5352,48.711,279.734,48.711,48.711
15.5452,49.151,282.26,49.151,49.151
15.5552,49.557,284.59,49.557,49.557
15.5652,49.922,286.689,49.922,49.922
15.5752,50.242,288.523,50.242,50.242
15.5852,50.51,290.064,50.51,50.51
15.5952,50.723,291.286,50.723,50.723
15.6052,50.877,292.171,50.877,50.877
15.6152,50.97,292.704,50.97,50.97
15.6252,51.0,292.878,51.0,51.0
15.6352,50.967,292.689,50.967,50.967
15.6452,50.872,292.141,50.872,50.872
15.6552,50.715,291.242,50.715,50.715
15.6652,50.5,290.006,50.5,50.5
15.6752,50.229,288.453,50.229,-88.622
15.6852,49.908,286.607,49.908,49.908
15.6952,49.541,284.498,49.541,49.541
15.7052,49.133,282.158,49.133,49.133
15.7152,48.692,279.625,48.692,48.692
15.7252,48.225,276.939,48.225,48.225
15.7352,47.737,274.142,47.737,47.737
15.7452,47.239,271.278,47.239,47.239
15.7553,46.736,268.392,46.736,46.736
15.7653,46.238,265.53,46.238,46.238
15.7753,45.752,262.738,45.752,45.752
15.7853,45.285,260.058,45.285,45.285
15.7953,44.845,257.534,44.845,44.845
15.8053,44.44,255.205,44.44,44.44
15.8153,44.075,253.108,44.075,44.075
15.8253,43.756,251.277,43.756,43.756
15.8353,43.488,249.739,43.488,43.488
15.8453,43.276,248.52,43.276,43.276
15.8553,43.122,247.638,43.122,43.122
15.8653,43.03,247.107,43.03,43.03
15.8753,43.0,246.936,43.0,43.0
15.8853,43.033,247.128,43.033,43.033
15.8953,43.129,247.68,43.129,43.129
15.9053,43.287,248.582,43.287,43.287
15.9153,43.502,249.82,43.502,43.502
15.9253,43.773,251.376,43.773,43.773
15.9353,44.095,253.224,44.095,44.095
15.9453,44.463,255.335,44.463,44.463
15.9553,44.87,257.676,44.87,44.87
15.9653,45.312,260.211,45.312,45.312
15.9753,45.779,262.898,45.779,45.779
15.9853,46.267,265.696,46.267,46.267
15.9953,46.765,268.56,46.765,46.765
16.0053,47.268,271.446,47.268,47.268
16.0153,47.766,274.307,47.766,47.766
16.0253,48.252,277.099,48.252,48.252
16.0353,48.719,279.778,48.719,48.719
16.0453,49.158,282.3,49.158,49.158
16.0554,49.563,284.627,49.563,49.563
16.0654,49.928,286.722,49.928,49.928
16.0754,50.247,288.551,50.247,50.247
16.0854,50.514,290.087,50.514,50.514
16.0954,50.726,291.303,50.726,50.726
16.1054,50.879,292.182,50.879,50.879
16.1154,50.971,292.71,50.971,50.971
16.1254,51.0,292.878,51.0,51.0
16.1354,50.966,292.683,50.966,50.966
16.1454,50.87,292.129,50.87,50.87
16.1554,50.712,291.224,50.712,50.712
16.1654,50.496,289.982,50.496,-58.696
16.1754,50.224,288.424,50.224,50.224
16.1854,49.902,286.574,49.902,49.902
16.1954,49.534,284.46,49.534,53.19
16.2054,49.126,282.117,49.126,49.126
16.2154,48.685,279.582,48.685,48.685
16.2254,48.217,276.893,48.217,48.217
16.2354,47.729,274.095,47.729,47.729
16.2454,47.23,271.23,47.23,47.23
16.2554,46.728,268.344,46.728,46.728
16.2654,46.23,265.483,46.23,46.23
16.2754,45.744,262.692,45.744,45.744
16.2854,45.277,260.015,45.277,45.277
16.2954,44.838,257.494,44.838,44.838
16.3054,44.433,255.168,44.433,44.433
16.3154,44.069,253.076,44.069,44.069
16.3254,43.751,251.249,43.751,43.751
16.3354,43.484,249.716,43.484,43.484
16.3454,43.273,248.502,43.273,43.273
16.3555,43.12,247.626,43.12,43.12
16.3655,43.029,247.101,43.029,43.029
16.3755,43.0,246.937,43.0,43.0
16.3855,43.035,247.134,43.035,43.035
16.3955,43.132,247.692,43.132,43.132
16.4055,43.29,248.6,43.29,43.29
16.4155,43.506,249.844,43.506,43.506
16.4255,43.778,251.404,43.778,43.778
16.4355,44.101,253.257,44.101,44.101
16.4455,44.469,255.372,44.469,44.469
16.4555,44.877,257.717,44.877,44.877
16.4655,45.319,260.254,45.319,45.319
16.4755,45.787,262.944,45.787,45.787
16.4855,46.275,265.743,46.275,46.275
16.4955,46.774,268.608,46.774,46.774
16.5055,47.276,271.494,47.276,47.276
16.5155,47.774,274.355,47.774,47.774
16.5255,48.26,277.145,48.26,48.26
16.5355,48.726,279.821,48.726,48.726
16.5455,49.165,282.341,49.165,49.165
16.5555,49.57,284.664,49.57,49.57
16.5655,49.934,286.755,49.934,49.934
16.5755,50.252,288.58,50.252,50.252
16.5855,50.518,290.11,50.518,50.518
16.5955,50.729,291.321,50.729,-52.569
16.6055,50.881,292.194,50.881,50.881
16.6155,50.972,292.716,50.972,50.972
16.6255,51.0,292.877,51.0,51.0
16.6355,50.965,292.677,50.965,50.965
16.6455,50.867,292.116,50.867,50.867
16.6556,50.709,291.206,50.709,50.709
16.6656,50.492,289.959,50.492,50.492
16.6756,50.219,288.396,50.219,50.219
16.6856,49.896,286.541,49.896,49.896
16.6956,49.528,284.423,49.528,49.528
16.7056,49.119,282.077,49.119,49.119
16.7156,48.677,279.538,48.677,48.677
16.7256,48.209,276.847,48.209,48.209
16.7356,47.721,274.047,47.721,47.721
16.7456,47.222,271.182,47.222,47.222
16.7556,46.719,268.296,46.719,46.719
16.7656,46.221,265.436,46.221,46.221
16.7756,45.736,262.646,45.736,45.736
16.7856,45.27,259.971,45.27,45.27
16.7956,44.831,257.453,44.831,44.831
16.8056,44.427,255.131,44.427,44.427
16.8156,44.063,253.043,44.063,44.063
16.8256,43.746,251.221,43.746,43.746
16.8356,43.48,249.693,43.48,43.48
16.8456,43.27,248.485,43.27,43.27
16.8556,43.118,247.614,43.118,43.118
16.8656,43.028,247.096,43.028,43.028
16.8756,43.0,246.937,43.0,43.0
16.8856,43.036,247.141,43.036,43.036
16.8956,43.134,247.704,43.134,43.134
16.9056,43.293,248.618,43.293,43.293
16.9156,43.51,249.867,43.51,43.51
16.9256,43.783,251.433,43.783,43.783
16.9356,44.106,253.29,44.106,44.106
16.9456,44.476,255.41,44.476,44.476
16.9557,44.884,257.758,44.884,44.884
16.9657,45.327,260.298,45.327,45.327
16.9757,45.795,262.99,45.795,45.795
16.9857,46.283,265.791,46.283,46.283
16.9957,46.782,268.656,46.782,46.782
17.0057,47.285,271.542,47.285,47.285
17.0157,47.783,274.402,47.783,47.783
17.0257,48.268,277.191,48.268,48.268
17.0357,48.734,279.864,48.734,48.734
17.0457,49.172,282.381,49.172,49.172
17.0557,49.576,284.701,49.576,49.576
17.0657,49.939,286.788,49.939,49.939
17.0757,50.256,288.608,50.256,50.256
17.0857,50.522,290.132,50.522,50.522
17.0957,50.732,291.338,50.732,50.732
17.1057,50.883,292.206,50.883,50.883
17.1157,50.973,292.721,50.973,50.973
17.1257,51.0,292.877,51.0,51.0
17.1357,50.964,292.67,50.964,50.964
17.1457,50.865,292.104,50.865,50.865
17.1557,50.706,291.188,50.706,50.706
17.1657,50.488,289.935,50.488,50.488
17.1757,50.215,288.367,50.215,50.215
17.1857,49.891,286.507,49.891,49.891
17.1957,49.521,284.386,49.521,49.521
17.2057,49.112,282.036,49.112,33.151
17.2157,48.669,279.494,48.669,48.669
17.2257,48.201,276.801,48.201,48.201
17.2357,47.713,274.0,47.713,47.713
17.2457,47.214,271.134,47.214,47.214
17.2558,46.711,268.248,46.711,46.711
17.2658,46.213,265.389,46.213,46.213
17.2758,45.728,262.601,45.728,45.728
17.2858,45.262,259.928,45.262,76.815
17.2958,44.824,257.413,44.824,44.824
17.3058,44.421,255.095,44.421,44.421
17.3158,44.058,253.01,44.058,44.058
17.3258,43.741,251.193,43.741,43.741
17.3358,43.476,249.67,43.476,43.476
17.3458,43.267,248.467,43.267,43.267
17.3558,43.116,247.603,43.116,43.116
17.3658,43.027,247.09,43.027,43.027
17.3758,43.0,246.937,43.0,43.0
17.3858,43.037,247.147,43.037,43.037
17.3958,43.136,247.716,43.136,43.136
17.4058,43.296,248.636,43.296,43.296
17.4158,43.514,249.891,43.514,43.514
17.4258,43.788,251.461,43.788,127.53
17.4358,44.112,253.323,44.112,44.112
17.4458,44.482,255.447,44.482,44.482
17.4558,44.892,257.799,44.892,44.892
17.4658,45.334,260.342,45.334,45.334
17.4758,45.803,263.036,45.803,45.803
17.4858,46.291,265.838,46.291,46.291
17.4958,46.791,268.704,46.791,46.791
17.5058,47.293,271.59,47.293,47.293
17.5158,47.791,274.449,47.791,47.791
17.5258,48.276,277.236,48.276,48.276
17.5358,48.741,279.908,48.741,48.741
17.5458,49.179,282.422,49.179,49.179
17.5559,49.583,284.738,49.583,49.583
17.5659,49.945,286.82,49.945,49.945
17.5759,50.261,288.635,50.261,50.261
17.5859,50.526,290.155,50.526,50.526
17.5959,50.735,291.355,50.735,50.735
17.6059,50.885,292.217,50.885,50.885
17.6159,50.974,292.727,50.974,50.974
17.6259,51.0,292.877,51.0,51.0
17.6359,50.963,292.664,50.963,50.963
17.6459,50.863,292.092,50.863,50.863
17.6559,50.702,291.169,50.702,50.702
17.6659,50.483,289.912,50.483,50.483
17.6759,50.21,288.338,50.21,50.21
17.6859,49.885,286.474,49.885,49.885
17.6959,49.515,284.348,49.515,49.515
17.7059,49.105,281.995,49.105,49.105
17.7159,48.662,279.45,48.662,48.662
17.7259,48.193,276.756,48.193,48.193
17.7359,47.704,273.953,47.704,47.704
17.7459,47.205,271.086,47.205,47.205
17.7559,46.703,268.2,46.703,46.703
17.7659,46.205,265.342,46.205,46.205
17.7759,45.72,262.555,45.72,45.72
17.7859,45.255,259.885,45.255,45.255
17.7959,44.817,257.372,44.817,44.817
17.8059,44.414,255.058,44.414,44.414
17.8159,44.052,252.978,44.052,44.052
17.8259,43.736,251.165,43.736,43.736
17.8359,43.472,249.648,43.472,43.472
17.8459,43.264,248.45,43.264,43.264
17.856,43.114,247.591,43.114,43.114
17.866,43.026,247.084,43.026,43.026
17.876,43.0,246.938,43.0,43.0
17.886,43.038,247.154,43.038,43.038
17.896,43.138,247.729,43.138,43.138
17.906,43.299,248.654,43.299,43.299
17.916,43.519,249.914,43.519,43.519
17.926,43.793,251.49,43.793,43.793
17.936,44.118,253.357,44.118,44.118
17.946,44.489,255.484,44.489,44.489
17.956,44.899,257.84,44.899,44.899
17.966,45.342,260.386,45.342,45.342
17.976,45.811,263.082,45.811,45.811
17.986,46.3,265.885,46.3,46.3
17.996,46.799,268.753,46.799,46.799
18.006,47.301,271.638,47.301,47.301
18.016,47.799,274.496,47.799,47.799
18.026,48.284,277.282,48.284,48.284
18.036,48.749,279.951,48.749,48.749
18.046,49.186,282.462,49.186,49.186
18.056,49.589,284.775,49.589,49.589
18.066,49.951,286.853,49.951,49.951
18.076,50.266,288.663,50.266,50.266
18.086,50.53,290.178,50.53,50.53
18.096,50.738,291.373,50.738,50.738
18.106,50.887,292.229,50.887,50.887
18.116,50.975,292.732,50.975,50.975
18.126,51.0,292.876,51.0,51.0
18.136,50.962,292.657,50.962,50.962
18.146,50.861,292.079,50.861,50.861
18.1561,50.699,291.151,50.699,50.699
18.1661,50.479,289.888,50.479,50.479
18.1761,50.205,288.31,50.205,50.205
18.1861,49.879,286.441,49.879,49.879
18.1961,49.508,284.311,49.508,49.508
18.2061,49.098,281.954,49.098,49.098
18.2161,48.654,279.407,48.654,48.654
18.2261,48.185,276.71,48.185,48.185
18.2361,47.696,273.905,47.696,47.696
18.2461,47.197,271.038,47.197,47.197
18.2561,46.694,268.152,46.694,46.694
18.2661,46.197,265.294,46.197,46.197
18.2761,45.712,262.51,45.712,45.712
18.2861,45.247,259.841,45.247,45.247
18.2961,44.81,257.332,44.81,44.81
18.3061,44.408,255.021,44.408,44.408
18.3161,44.046,252.945,44.046,44.046
18.3261,43.731,251.137,43.731,43.731
18.3361,43.468,249.625,43.468,43.468
18.3461,43.261,248.433,43.261,43.261
18.3561,43.112,247.58,43.112,43.112
18.3661,43.025,247.079,43.025,-84.866
18.3761,43.0,246.939,43.0,43.0
18.3861,43.039,247.161,43.039,43.039
18.3961,43.14,247.741,43.14,43.14
18.4061,43.302,248.672,43.302,156.981
18.4161,43.523,249.938,43.523,43.523
18.4261,43.798,251.519,43.798,43.798
18.4361,44.124,253.39,44.124,44.124
18.4461,44.495,255.522,44.495,44.495
18.4562,44.906,257.881,44.906,44.906
18.4662,45.35,260.429,45.35,45.35
18.4762,45.819,263.128,45.819,45.819
18.4862,46.308,265.933,46.308,46.308
18.4962,46.807,268.801,46.807,46.807
18.5062,47.31,271.686,47.31,47.31
18.5162,47.807,274.543,47.807,47.807
18.5262,48.292,277.327,48.292,48.292
18.5362,48.757,279.994,48.757,48.757
18.5462,49.193,282.502,49.193,49.193
18.5562,49.595,284.811,49.595,49.595
18.5662,49.956,286.885,49.956,49.956
18.5762,50.271,288.691,50.271,50.271
18.5862,50.534,290.201,50.534,50.534
18.5962,50.741,291.39,50.741,50.741
18.6062,50.889,292.24,50.889,50.889
18.6162,50.976,292.738,50.976,50.976
18.6262,51.0,292.875,51.0,51.0
18.6362,50.96,292.65,50.96,50.96
18.6462,50.859,292.066,50.859,50.859
18.6562,50.696,291.133,50.696,50.696
18.6662,50.475,289.864,50.475,50.475
18.6762,50.199,288.281,50.199,50.199
18.6862,49.873,286.407,49.873,49.873
18.6962,49.502,284.273,49.502,49.502
18.7062,49.091,281.913,49.091,49.091
18.7162,48.647,279.363,48.647,48.647
18.7262,48.177,276.664,48.177,48.177
18.7362,47.688,273.858,47.688,47.688
18.7462,47.188,270.99,47.188,47.188
18.7563,46.686,268.104,46.686,46.686
18.7663,46.189,265.247,46.189,46.189
18.7763,45.704,262.464,45.704,45.704
18.7863,45.24,259.798,45.24,45.24
18.7963,44.803,257.292,44.803,44.803
18.8063,44.401,254.985,44.401,44.401
18.8163,44.041,252.913,44.041,44.041
18.8263,43.727,251.109,43.727,43.727
18.8363,43.464,249.602,43.464,43.464
18.8463,43.258,248.416,43.258,43.258
18.8563,43.11,247.569,43.11,43.11
18.8663,43.024,247.074,43.024,43.024
18.8763,43.001,246.939,43.001,43.001
18.8863,43.04,247.167,43.04,43.04
18.8963,43.142,247.754,43.142,43.142
18.9063,43.305,248.691,43.305,43.305
18.9163,43.527,249.962,43.527,43.527
18.9263,43.803,251.548,43.803,43.803
18.9363,44.13,253.424,44.13,-25.256
18.9463,44.502,255.559,44.502,44.502
18.9563,44.913,257.922,44.913,44.913
18.9663,45.357,260.473,45.357,45.357
18.9763,45.827,263.174,45.827,45.827
18.9863,46.316,265.98,46.316,46.316
18.9963,46.816,268.849,46.816,46.816
19.0063,47.318,271.734,47.318,47.318
19.0163,47.816,274.59,47.816,-15.637
19.0263,48.3,277.373,48.3,48.3
19.0363,48.764,280.038,48.764,48.764
19.0463,49.2,282.542,49.2,49.2
19.0564,49.602,284.848,49.602,49.602
19.0664,49.962,286.917,49.962,49.962
19.0764,50.276,288.719,50.276,50.276
19.0864,50.538,290.223,50.538,50.538
19.0964,50.744,291.407,50.744,50.744
19.1064,50.891,292.251,50.891,-62.936
19.1164,50.977,292.743,50.977,50.977
19.1264,50.999,292.874,50.999,50.999
19.1364,50.959,292.643,50.959,50.959
19.1464,50.856,292.054,50.856,50.856
19.1564,50.693,291.114,50.693,50.693
19.1664,50.471,289.84,50.471,50.471
19.1764,50.194,288.252,50.194,50.194
19.1864,49.867,286.374,49.867,49.867
19.1964,49.495,284.236,49.495,49.495
19.2064,49.083,281.872,49.083,49.083
19.2164,48.639,279.319,48.639,48.639
19.2264,48.169,276.618,48.169,48.169
19.2364,47.68,273.81,47.68,47.68
19.2464,47.18,270.941,47.18,47.18
19.2564,46.678,268.056,46.678,-0.916
19.2664,46.18,265.2,46.18,46.18
19.2764,45.696,262.419,45.696,45.696
19.2864,45.232,259.755,45.232,110.232
19.2964,44.796,257.252,44.796,44.796
19.3064,44.395,254.948,44.395,44.395
19.3164,44.035,252.881,44.035,44.035
19.3264,43.722,251.082,43.722,43.722
19.3364,43.46,249.58,43.46,43.46
19.3464,43.255,248.399,43.255,43.255
19.3565,43.108,247.557,43.108,43.108
19.3665,43.023,247.069,43.023,43.023
19.3765,43.001,246.94,43.001,43.001
19.3865,43.041,247.174,43.041,43.041
19.3965,43.145,247.767,43.145,-50.497
19.4065,43.309,248.709,43.309,43.309
19.4165,43.531,249.986,43.531,43.531
19.4265,43.808,251.577,43.808,43.808
19.4365,44.136,253.457,44.136,44.136
19.4465,44.508,255.597,44.508,44.508
19.4565,44.92,257.963,44.92,44.92
19.4665,45.365,260.517,45.365,45.365
19.4765,45.835,263.22,45.835,45.835
19.4865,46.324,266.028,46.324,93.003
19.4965,46.824,268.897,46.824,46.824
19.5065,47.326,271.782,47.326,47.326
19.5165,47.824,274.637,47.824,120.37
19.5265,48.308,277.418,48.308,48.308
19.5365,48.772,280.081,48.772,48.772
19.5465,49.207,282.583,49.207,49.207
19.5565,49.608,284.884,49.608,49.608
19.5665,49.968,286.95,49.968,49.968
19.5765,50.281,288.746,50.281,50.281
19.5865,50.542,290.245,50.542,50.542
19.5965,50.747,291.424,50.747,50.747
19.6065,50.893,292.262,50.893,50.893
19.6165,50.977,292.748,50.977,50.977
19.6265,50.999,292.874,50.999,50.999
19.6365,50.958,292.637,50.958,50.958
19.6465,50.854,292.041,50.854,50.854
19.6566,50.69,291.096,50.69,50.69
19.6666,50.467,289.816,50.467,50.467
19.6766,50.189,288.223,50.189,50.189
19.6866,49.862,286.34,49.862,49.862
19.6966,49.489,284.198,49.489,49.489
19.7066,49.076,281.831,49.076,49.076
19.7166,48.631,279.275,48.631,48.631
19.7266,48.161,276.572,48.161,48.161
19.7366,47.671,273.763,47.671,47.671
19.7466,47.172,270.893,47.172,47.172
19.7566,46.669,268.008,46.669,46.669
19.7666,46.172,265.153,46.172,46.172
19.7766,45.688,262.373,45.688,45.688
19.7866,45.225,259.712,45.225,45.225
19.7966,44.789,257.212,44.789,44.789
19.8066,44.389,254.912,44.389,44.389
19.8166,44.029,252.848,44.029,44.029
19.8266,43.717,251.054,43.717,43.717
19.8366,43.456,249.558,43.456,43.456
19.8466,43.252,248.382,43.252,43.252
19.8566,43.106,247.546,43.106,43.106
19.8666,43.022,247.063,43.022,43.022
19.8766,43.001,246.941,43.001,43.001
19.8866,43.043,247.181,43.043,43.043
19.8966,43.147,247.78,43.147,43.147
19.9066,43.312,248.728,43.312,43.312
19.9166,43.535,250.01,43.535,43.535
19.9266,43.813,251.606,43.813,43.813
19.9366,44.141,253.491,44.141,44.141
19.9466,44.515,255.635,44.515,44.515
19.9567,44.927,258.004,44.927,44.927
19.9667,45.373,260.561,45.373,45.373
19.9767,45.843,263.266,45.843,45.843
19.9867,46.333,266.075,46.333,46.333
19.9967,46.832,268.945,46.832,46.832
